ID,실거래명,동,시군구코드,K-apt코드,K-apt명,실거래준공,K-apt준공,년도차이,세대수,주소,검증결과,비고
10524,"펠리시티","삼향읍 남악리",46840,A10021788,"펠리시티3차주상복합아파트",2012,2016,4,132,"전라남도 무안군 삼향읍 남악리 2105- 펠리시티3차주상복합아파트",검토필요,
11084,"피오레","정릉동",11290,A13610201,"정릉2차대주피오레",2004,2008,4,169,"서울특별시 성북구 정릉동 1032 정릉2차대주피오레",검토필요,
11338,"경남아너스빌","신수동",11440,A12171201,"밤섬경남아너스빌",2005,2009,4,313,"서울특별시 마포구 신수동 459 밤섬경남아너스빌",검토필요,
11765,"하나로","거창읍 대동리",48880,A67080103,"거창하나로2차",2007,2011,4,164,"경상남도 거창군 거창읍 대동리 994-1 거창하나로2차",검토필요,
11869,"덕림","월산동",29155,A50323003,"덕림제일파크",1986,1990,4,312,"광주광역시 남구 월산동 284 덕림제일파크",검토필요,
11980,"신라","관양동",41173,A43173004,"한가람신라",1988,1992,4,1068,"경기도 안양동안구 관양동 1589-1 한가람신라",검토필요,
12558,"삼성","등촌동",11500,A15783907,"한사랑2차삼성아파트(등촌동)",2003,1999,4,339,"서울특별시 강서구 등촌동 634-2 한사랑2차삼성아파트(등촌동)",검토필요,
12700,"삼성","신정동",11470,A15876402,"신정삼성SH임대",2000,1996,4,506,"서울특별시 양천구 신정동 1278-1 신정삼성SH임대",검토필요,
12739,"망우","망우동",11260,A13123101,"망우신원",2003,1999,4,198,"서울특별시 중랑구 망우동 573 망우신원",검토필요,
12772,"월드","성산동",11440,A12125202,"성산월드타운대림",2000,2004,4,795,"서울특별시 마포구 성산동 601 성산월드타운대림",검토필요,
528,"부천아이파크","약대동",41192,A42073304,"부천아이파크",2017,2014,3,1613,"경기도 부천원미구 약대동 181 부천아이파크",검토필요,
757,"주공","합정동",41220,A45076305,"합정주공4단지",1989,1992,3,684,"경기도 평택시 합정동 829 합정주공4단지",검토필요,
960,"호반","양산동",29170,A50090316,"양산2차호반리젠시빌",1997,2000,3,612,"광주광역시 북구 양산동 18-3 양산2차호반리젠시빌",검토필요,
1936,"삼성","내동",48250,A13403101,"성내삼성",1996,1999,3,1220,"서울특별시 강동구 성내동 590 성내삼성",검토필요,
2317,"대우","칠전동",51110,A20022002,"칠전대우2차아파트",1999,2002,3,614,"강원특별자치도 춘천시 칠전동 585-1 칠전대우2차아파트",검토필요,
3356,"삼성래미안","약사동",31110,A68143002,"삼성래미안2차",2001,2004,3,1004,"울산광역시 중구 약사동 707 삼성래미안2차",검토필요,
3963,"우미","시전동",46130,A55503001,"우미타운",1996,1993,3,495,"전라남도 여수시 시전동 243 우미타운",검토필요,
4629,"아중제일","인후동1가",52113,A56182707,"인후동 아중제일2차",1997,2000,3,360,"전북특별자치도 전주덕진구 인후동1가 951-2 인후동 아중제일2차",검토필요,
5813,"신한","만수동",28200,A10021105,"만수신한5차아파트",1988,1991,3,132,"인천광역시 남동구 만수동 6-21 만수신한5차아파트",검토필요,
6734,"제일","효자동1가",52111,A56085808,"효자동제일효자타운",1990,1993,3,360,"전북특별자치도 전주완산구 효자동1가 654 효자동제일효자타운",검토필요,
7818,"중흥에스클래스","반곡동",51130,A10027324,"중흥에스클래스프라디움 아파트",2019,2016,3,850,"강원특별자치도 원주시 반곡동 2047-5 중흥에스클래스프라디움 아파트",검토필요,
8904,"한승미메이드","송산동",41590,A44578005,"한승미메이드1차",2008,2005,3,669,"경기도 화성시 송산동 222 한승미메이드1차",검토필요,
9638,"달동현대","달동",31140,A68080010,"달동현대2차",1991,1994,3,499,"울산광역시 남구 달동 118-1 달동현대2차",검토필요,
10070,"제일훼미리","삼문동",48270,A62775405,"제일훼미리",1993,1990,3,444,"경상남도 밀양시 삼문동 552-1 제일훼미리",검토필요,
10381,"효성","율량동",43114,A36082011,"율량효성2차아파트",1993,1996,3,440,"충청북도 청주청원구 율량동 1263 율량효성2차아파트",검토필요,
10667,"유강우방타운","연일읍 유강리",47111,A79075505,"유강우방타운",1999,1996,3,202,"경상북도 포항남구 연일읍 유강리 593 유강우방타운",검토필요,
10898,"우방아이유쉘","도산동",29200,A10025617,"송정우방아이유쉘아파트",2016,2019,3,591,"광주광역시 광산구 도산동 1317 송정우방아이유쉘아파트",검토필요,
10910,"가야누리애","범천동",26230,A10024877,"가야누리애더센트리즈",2017,2020,3,196,"부산광역시 부산진구 범천동 974-16 가야누리애더센트리즈",검토필요,
10962,"석미모닝파크","내곡동",51150,A10022253,"석미모닝파크2차아파트",2008,2011,3,130,"강원특별자치도 강릉시 내곡동 757- 석미모닝파크2차아파트",검토필요,
10985,"일우","석전동",48127,A63080802,"일우근주아파트",1991,1994,3,269,"경상남도 창원마산회원구 석전동 203-10 일우근주아파트",검토필요,
11158,"더뉴클래스","신서동",27140,A10027934,"각산역 더뉴클래스2차",2012,2015,3,206,"대구광역시 동구 신서동 518-1 각산역 더뉴클래스2차",검토필요,
11168,"팰리스필","광명동",41210,A42301001,"광명팰리스필2차",2004,2007,3,157,"경기도 광명시 광명동 782 광명팰리스필2차",검토필요,
11859,"주공2","중동",46230,A42084902,"덕유마을주공2단지",1993,1996,3,509,"경기도 부천원미구 중동 1041 덕유마을주공2단지",검토필요,
12119,"동신","평거동",48170,A66099104,"벽산동신",1990,1993,3,286,"경상남도 진주시 평거동 401 벽산동신",검토필요,
12248,"희성연인","정자동",41111,A10027415,"수원 정자2차 희성연인아파트",2006,2009,3,84,"경기도 수원장안구 정자동 69-2 수원 정자2차 희성연인아파트",검토필요,
12270,"포도힐","변동",30170,A10028059,"포도힐6차",2011,2014,3,154,"대전광역시 서구 변동 61-13 포도힐6차",검토필요,
12340,"보람","등촌동",11500,A10022233,"등촌2차보람아파트",1999,2002,3,101,"서울특별시 강서구 등촌동 640- 등촌2차보람아파트",검토필요,
12394,"원우","청학동",26200,A60607002,"원우엔리치빌",2001,2004,3,490,"부산광역시 영도구 청학동 489-30 원우엔리치빌",검토필요,
12446,"방촌현대","방촌동",27140,A70180404,"방촌현대맨션",1996,1993,3,238,"대구광역시 동구 방촌동 1119-1 방촌현대맨션",검토필요,
12473,"서초대우","서초동",11650,A13707003,"서초대우아이빌",2000,2003,3,215,"서울특별시 서초구 서초동 1675-11 서초대우아이빌",검토필요,
12496,"반도","부곡동",26410,A60981801,"부곡반도맨션",1982,1985,3,156,"부산광역시 금정구 부곡동 780 부곡반도맨션",검토필요,
12509,"성원1","도남동",50110,A10020840,"통영성원1차아파트",1993,1996,3,134,"경상남도 통영시 도남동 362-1 통영성원1차아파트",검토필요,
12709,"한솔","창동",11320,A15704025,"염창강변한솔솔파크",2002,2005,3,455,"서울특별시 강서구 염창동 300 염창강변한솔솔파크",검토필요,
12721,"창전","창전동",41500,A12119007,"창전삼성",1995,1998,3,640,"서울특별시 마포구 창전동 437 창전삼성",검토필요,
12974,"백운","시흥동",11545,A10026187,"백운한비치1차아파트",2000,2003,3,114,"서울특별시 금천구 시흥동 1012 백운한비치1차아파트",검토필요,
654,"계양주공","계양동",47290,A71212004,"계양주공2.3차",1985,1987,2,680,"경상북도 경산시 계양동 669 계양주공2.3차",OK,
2400,"주공","용운동",30110,A30075207,"용운2고층주공아파트",1985,1987,2,840,"대전광역시 동구 용운동 147 용운2고층주공아파트",OK,
3163,"한일타운","양덕동",48127,A63075407,"한일타운2차아파트",1994,1996,2,904,"경상남도 창원마산회원구 양덕동 64-1 한일타운2차아파트",OK,
3410,"현대","신안동",48170,A66090508,"신안현대",1991,1989,2,694,"경상남도 진주시 신안동 20 신안현대",OK,
3691,"현대","상동",46110,A76075808,"용상현대아파트",1996,1994,2,1533,"경상북도 안동시 용상동 600 용상현대아파트",OK,
4166,"현대","상동",52180,A76075808,"용상현대아파트",1996,1994,2,1533,"경상북도 안동시 용상동 600 용상현대아파트",OK,
4935,"현대","탑동",43111,A46379226,"야탑장미마을현대",1991,1993,2,2136,"경기도 성남분당구 야탑동 334 야탑장미마을현대",OK,
5998,"승리","효자동",47111,A79083401,"승리행복화목마을회",1992,1990,2,611,"경상북도 포항남구 효자동 253-6 승리행복화목마을회",OK,
6429,"동부","내동",48250,A47281104,"별내동부일신",1994,1996,2,456,"경기도 남양주시 별내면 청학리 476 별내동부일신",OK,
6621,"현대","신림동",11620,A15101508,"신림현대",1991,1993,2,1634,"서울특별시 관악구 신림동 1694 신림현대",OK,
7008,"현대","신안동",47170,A66090508,"신안현대",1991,1989,2,694,"경상남도 진주시 신안동 20 신안현대",OK,
7505,"근화네오빌","석현동",46110,A53077804,"근화네오빌2차",2002,2004,2,496,"전라남도 목포시 석현동 815-17 근화네오빌2차",OK,
7584,"화명대우","화명동",26320,A61612011,"화명대우이안아파트",2000,2002,2,989,"부산광역시 북구 화명동 2262 화명대우이안아파트",OK,
7873,"동산동삼호(2)","동산동",52140,A57095806,"동산동삼호(2)",1993,1991,2,464,"전북특별자치도 익산시 동산동 158-15 동산동삼호(2)",OK,
8352,"남산주공2","교현동",43130,A38095003,"남산주공2.3차 아파트",1984,1986,2,720,"충청북도 충주시 교현동 1060 남산주공2.3차 아파트",OK,
8371,"진천현대","진천동",27290,A70483603,"진천현대1차아파트",1995,1993,2,183,"대구광역시 달서구 진천동 262-2 진천현대1차아파트",OK,
8605,"대림현대","대림동",11560,A15081107,"대림현대3차",1999,1997,2,1162,"서울특별시 영등포구 대림동 608-1 대림현대3차",OK,
8719,"영도센트럴에일린의뜰","봉래동4가",26200,A10024303,"영도 센트럴 에일린의뜰",2023,2021,2,1216,"부산광역시 영도구 봉래동4가 69-1 영도 센트럴 에일린의뜰",OK,
8857,"한국아델리움","임동",29170,A50086903,"임동2단지한국아델리움",2005,2007,2,574,"광주광역시 북구 임동 104-8 임동2단지한국아델리움",OK,
9469,"아름마을일신건영","인창동",41310,A47174108,"인창아름마을일신건영1차",2001,1999,2,441,"경기도 구리시 인창동 487-32 인창아름마을일신건영1차",OK,
9921,"우미린뉴시티","후평동",51110,A10025356,"춘천후평우미린뉴시티",2019,2021,2,1745,"강원특별자치도 춘천시 후평동 43 춘천후평우미린뉴시티",OK,
10105,"인덕빌라","인덕동",47111,A79083201,"인덕빌라",1990,1988,2,275,"경상북도 포항남구 인덕동 161-106 인덕빌라",OK,
11157,"대창","율량동",43114,A36082006,"율량대창3차아파트",1993,1995,2,270,"충청북도 청주청원구 율량동 1302 율량대창3차아파트",OK,
11730,"우성","길동",11740,A13481305,"길동우성2차",1996,1994,2,811,"서울특별시 강동구 길동 400 길동우성2차",OK,
11736,"미광하야로비","동해면 약전리",47111,A10021079,"미광하야로비타운",1994,1992,2,192,"경상북도 포항남구 동해면 약전리 366-3 미광하야로비타운",OK,
11855,"지평더웰","영동읍 부용리",43740,A10021922,"지평더웰2차 아파트",2007,2009,2,132,"충청북도 영동군 영동읍 부용리 416-1 지평더웰2차 아파트",OK,
11915,"서초벽산블루밍","서초동",11650,A10022656,"서초벽산블루밍아파트",2008,2006,2,60,"서울특별시 서초구 서초동 1347-20 서초벽산블루밍아파트",OK,
11916,"서호","송천동1가",52113,A56181713,"송천동서호1차",1990,1992,2,480,"전북특별자치도 전주덕진구 송천동1가 337 송천동서호1차",OK,
11927,"올림푸스","신정동",31140,A68083203,"대공원올림푸스골든101동",1986,1988,2,165,"울산광역시 남구 신정동 1656-1 대공원올림푸스골든101동",OK,
12001,"주공","황지동",51190,A23580007,"태백2주공아파트",1983,1985,2,560,"강원특별자치도 태백시 황지동 87-8 태백2주공아파트",OK,
12176,"일신","운암동",29170,A50017019,"운암일신2차아파트",1989,1991,2,750,"광주광역시 북구 운암동 1038-1 운암일신2차아파트",OK,
12201,"명진로얄","봉동읍 장기리",52710,A56570209,"명진로얄2차",1991,1993,2,256,"전북특별자치도 완주군 봉동읍 장기리 273 명진로얄2차",OK,
12202,"무지개","신천동",41390,A68380205,"무지개1차",1995,1993,2,378,"울산광역시 북구 신천동 244 무지개1차",OK,
12390,"삼라미주","도산동",29200,A50602004,"삼라미주.도산청암통합주공아파트",1997,1995,2,310,"광주광역시 광산구 도산동 1297-3 삼라미주.도산청암통합주공아파트",OK,
12540,"무지개","신천동",31200,A68380205,"무지개1차",1995,1993,2,378,"울산광역시 북구 신천동 244 무지개1차",OK,
12553,"정우","화정동",31170,A50284410,"화정우성2차",1989,1987,2,499,"광주광역시 서구 화정동 858-1 화정우성2차",OK,
12560,"봉천동","봉천동",11620,A15192202,"봉천동아제2",2002,2000,2,836,"서울특별시 관악구 봉천동 1703-1 봉천동아제2",OK,
12570,"송파","송파동",11710,A13877501,"송파삼성래미안",2003,2001,2,845,"서울특별시 송파구 송파동 162 송파삼성래미안",OK,
12593,"신화","대현동",27230,A70281901,"대현신화맨션",1992,1994,2,173,"대구광역시 북구 대현동 112-42 대현신화맨션",OK,
12606,"그린","연동",50110,A60877710,"삼익그린타운",2003,2001,2,725,"부산광역시 남구 대연동 245-23 삼익그린타운",OK,
12685,"옥산","옥산동",52210,A71280101,"옥산우방타운",1991,1993,2,764,"경상북도 경산시 옥산동 884-1 옥산우방타운",OK,
12877,"하이","신당동",11140,A10045404,"신당약수하이츠",2001,1999,2,1598,"서울특별시 중구 신당동 842 신당약수하이츠",OK,
13015,"영진로얄","학성동",51130,A22089801,"영진로얄타운",1992,1994,2,239,"강원특별자치도 원주시 학성동 1050 영진로얄타운",OK,
118,"주공1","하안동",41210,A42306001,"하안주공13단지",1989,1990,1,2077,"경기도 광명시 하안동 200 하안주공13단지",OK,
334,"한국","외동",48250,A62175616,"한국2차",1997,1998,1,2250,"경상남도 김해시 외동 1249-4 한국2차",OK,
438,"성당래미안e-편한세상2단지","본리동",27290,A70491211,"성당래미안e-편한세상2단지",2009,2008,1,1608,"대구광역시 달서구 본리동 76-1 성당래미안e-편한세상2단지",OK,
742,"신내","묵동",11260,A13184610,"신내5단지대림두산",1996,1995,1,1244,"서울특별시 중랑구 묵동 20 신내5단지대림두산",OK,
885,"성서6주공","용산동",27290,A70492501,"성서6주공",1997,1998,1,464,"대구광역시 달서구 용산동 414-4 성서6주공",OK,
1212,"한국아파트","신곡동",41150,A48007117,"발곡풍림한국아파트",1999,1998,1,1582,"경기도 의정부시 신곡동 727-1 발곡풍림한국아파트",OK,
1363,"버들마을","유촌동",29140,A50286303,"상무버들마을주공2단지",2000,1999,1,1298,"광주광역시 서구 유촌동 871 상무버들마을주공2단지",OK,
1372,"굴화주공2","무거동",31140,A68019017,"굴화주공2-2",1995,1996,1,480,"울산광역시 남구 무거동 276-1 굴화주공2-2",OK,
1399,"장현주공","진접읍 장현리",41360,A47271413,"남양주장현주공아파트",1999,1998,1,980,"경기도 남양주시 진접읍 장현리 677-1 남양주장현주공아파트",OK,
2096,"대동","사파동",48123,A64182803,"사파대동2차아파트",1988,1989,1,470,"경상남도 창원성산구 사파동 142 사파대동2차아파트",OK,
3224,"신영지웰","복대동",43113,A36175502,"신영지웰시티1차",2009,2010,1,2164,"충청북도 청주흥덕구 복대동 3379 신영지웰시티1차",OK,
3562,"경남","좌동",26350,A61203035,"경남선경아파트",1997,1996,1,1358,"부산광역시 해운대구 좌동 1448 경남선경아파트",OK,
3601,"목포석현서희스타힐스","석현동",46110,A10024557,"목포석현 서희스타힐스아파트",2021,2020,1,1186,"전라남도 목포시 석현동 1181 목포석현 서희스타힐스아파트",OK,
3793,"산들마을","일산동",41287,A41131218,"일산산들마을5단지동문",2005,2004,1,926,"경기도 고양일산서구 일산동 1670 일산산들마을5단지동문",OK,
4003,"청룡","홍도동",30110,A30078103,"청룡아파트",1980,1979,1,425,"대전광역시 동구 홍도동 56-1 청룡아파트",OK,
4024,"휴먼시아","성화동",43112,A36123006,"청주성화휴먼시아4단지",2009,2010,1,861,"충청북도 청주서원구 성화동 708 청주성화휴먼시아4단지",OK,
4194,"한신(137-8)","산곡동",28237,A40383501,"한신(137-8)",1986,1985,1,542,"인천광역시 부평구 산곡동 137-3 한신(137-8)",OK,
4226,"대주","치평동",29140,A50283015,"상무2차라인대주",1998,1997,1,760,"광주광역시 서구 치평동 1171-6 상무2차라인대주",OK,
4484,"오션브릿지","범일동",26170,A10026746,"오션브릿지",2018,2017,1,652,"부산광역시 동구 범일동 1655 오션브릿지",OK,
4682,"율량효성2","율량동",43114,A36082011,"율량효성2차아파트",1997,1996,1,440,"충청북도 청주청원구 율량동 1263 율량효성2차아파트",OK,
4939,"래미안베라힐즈","녹번동",11380,A10025846,"래미안베라힐즈",2019,2018,1,1305,"서울특별시 은평구 녹번동 21-134 래미안베라힐즈",OK,
5121,"힐스테이트녹번","녹번동",11380,A10025836,"힐스테이트녹번",2019,2018,1,952,"서울특별시 은평구 녹번동 282 힐스테이트녹번",OK,
5172,"장미","유천동",30140,A10020793,"유천장미시영아파트",1981,1982,1,280,"대전광역시 중구 유천동 10-1 유천장미시영아파트",OK,
5220,"한우아파트","자산동",48125,A10021509,"한우아파트11.12동",1986,1987,1,160,"경상남도 창원마산합포구 자산동 327-8 한우아파트11.12동",OK,
6113,"평광현대","논공읍 북리",27710,A71185209,"평광현대아파트",1989,1990,1,424,"대구광역시 달성군 논공읍 북리 824-178 평광현대아파트",OK,
6369,"현대2","문흥동",29170,A50011018,"현대2",1995,1994,1,642,"광주광역시 북구 문흥동 971-1 현대2",OK,
7265,"용산우방","용산동",27290,A70492609,"용산우방미진태왕타운",1997,1998,1,544,"대구광역시 달서구 용산동 936 용산우방미진태왕타운",OK,
7315,"하양코아루","하양읍 동서리",47290,A10027081,"경산하양코아루2차",2016,2017,1,441,"경상북도 경산시 하양읍 동서리 1218 경산하양코아루2차",OK,
7336,"평촌래미안푸르지오","비산동",41173,A10024077,"평촌래미안푸르지오아파트",2022,2021,1,1199,"경기도 안양동안구 비산동 413-1 평촌래미안푸르지오아파트",OK,
8133,"신한","간석동",28200,A10021033,"신한국아파트",1990,1989,1,132,"인천광역시 남동구 간석동 387- 신한국아파트",OK,
8180,"송현2주공","송현동",47170,A76075106,"송현2주공아파트",1991,1990,1,940,"경상북도 안동시 송현동 295 송현2주공아파트",OK,
8213,"현대","중동",11440,A12187905,"마포중동현대",2000,2001,1,477,"서울특별시 마포구 중동 392 마포중동현대",OK,
8366,"장암더샵포레스트","장암동",41150,A10025076,"장암 더 샵 포레스트",2021,2020,1,677,"경기도 의정부시 장암동 34-2 장암 더 샵 포레스트",OK,
8393,"일루미스테이트","범박동",41194,A10023362,"부천일루미스테이트",2024,2023,1,3724,"경기도 부천소사구 범박동 327 부천일루미스테이트",OK,
8975,"삼정아파트","봉명동",43113,A10021058,"삼정아파트",1988,1989,1,150,"충청북도 청주흥덕구 봉명동 90-8 삼정아파트",OK,
9487,"강서베리굿","강서동",43113,A10027345,"강서베리굿2차",2015,2016,1,285,"충청북도 청주흥덕구 강서동 482 강서베리굿2차",OK,
9520,"응암역효성해링턴플레이스","신사동",11380,A10025659,"응암역효성해링턴플레이스",2019,2018,1,380,"서울특별시 은평구 신사동 372 응암역효성해링턴플레이스",OK,
9942,"대공원호반베르디움","두왕동",31140,A10025046,"대공원호반베르디움2차",2019,2020,1,561,"울산광역시 남구 두왕동 747-2 대공원호반베르디움2차",OK,
9963,"우장산롯데","화곡동",11500,A15701602,"우장산롯데캐슬",2004,2003,1,1164,"서울특별시 강서구 화곡동 1145 우장산롯데캐슬",OK,
10050,"동남","계산동",28245,A40780004,"계산 동남 아파트",1989,1990,1,336,"인천광역시 계양구 계산동 55-1 계산 동남 아파트",OK,
10126,"한양3","압구정동",11680,A13590602,"압구정한양3단지",1978,1979,1,582,"서울특별시 강남구 압구정동 513 압구정한양3단지",OK,
10847,"시티프라디움","가좌동",48170,A10025172,"SKY시티프라디움",2020,2019,1,869,"경상남도 진주시 가좌동 1958 SKY시티프라디움",OK,
10930,"우남2","호원동",41150,A48002037,"호원우남2차",1997,1996,1,411,"경기도 의정부시 호원동 422 호원우남2차",OK,
11337,"강선마을6단지금호","주엽동",41287,A41137111,"주엽강선마을6단지금호한양",1994,1995,1,556,"경기도 고양일산서구 주엽동 50 주엽강선마을6단지금호한양",OK,
11452,"부평캐슬&더샵퍼스트","산곡동",28237,A10022904,"부평캐슬&더샵퍼스트",2024,2023,1,1623,"인천광역시 부평구 산곡동 550- 부평캐슬&더샵퍼스트",OK,
11560,"양곡","신촌동",48123,A64137004,"양곡상가아파트",1978,1979,1,330,"경상남도 창원성산구 신촌동 22-1 양곡상가아파트",OK,
11686,"김해푸르지오하이엔드","안동",48250,A10022467,"김해푸르지오하이엔드2차아파트",2023,2024,1,1380,"경상남도 김해시 안동 - 김해푸르지오하이엔드2차아파트",OK,
11692,"장수마을","신월동",11470,A10021748,"장수마을동원데쟈뷰아파트",2008,2007,1,118,"서울특별시 양천구 신월동 1049- 장수마을동원데쟈뷰아파트",OK,
11725,"세종","오정동",41196,A42181402,"오정세종2차",1994,1995,1,384,"경기도 부천오정구 오정동 179 오정세종2차",OK,
11750,"동남","포남동",51150,A10021286,"동남아파트 3,4동",1985,1986,1,120,"강원특별자치도 강릉시 포남동 1005-253 동남아파트 3,4동",OK,
11923,"동대구2차비스타동원","효목동",27140,A10023299,"동대구2차비스타동원",2024,2023,1,627,"대구광역시 동구 효목동 1322 동대구2차비스타동원",OK,
11945,"삼익세라믹","태화동",31110,A10020760,"삼익세라믹아파트103동",1990,1991,1,120,"울산광역시 중구 태화동 150-7 삼익세라믹아파트103동",OK,
12051,"애필리움","응암동",11380,A10027547,"애필리움아파트",2006,2007,1,78,"서울특별시 은평구 응암동 113-35 애필리움아파트",OK,
12059,"대봉교역금호어울림에듀리버","이천동",27200,A10023044,"대봉교역 금호어울림 에듀리버",2024,2023,1,433,"대구광역시 남구 이천동 281-1 대봉교역 금호어울림 에듀리버",OK,
12069,"코스모스","대명동",27200,A10020654,"우방 코스모스 아파트",1982,1981,1,264,"대구광역시 남구 대명동 1111- 우방 코스모스 아파트",OK,
12100,"율곡","법원읍 가야리",41480,A41387101,"율곡2차",1993,1994,1,180,"경기도 파주시 법원읍 가야리 30-2 율곡2차",OK,
12253,"장미","수안동",26260,A10022350,"제일장미아파트",1979,1978,1,139,"부산광역시 동래구 수안동 8-1 제일장미아파트",OK,
12363,"풍림","삼성동",11680,A13509003,"삼성풍림아파트1차",1997,1998,1,252,"서울특별시 강남구 삼성동 106 삼성풍림아파트1차",OK,
12434,"대원","목동",11470,A15805404,"목동대원칸타빌2,3단지",2002,2003,1,511,"서울특별시 양천구 목동 941 목동대원칸타빌2,3단지",OK,
12526,"태화송림","송천동2가",52113,A10026394,"태화송림타워",1992,1991,1,135,"전북특별자치도 전주덕진구 송천동2가 193 태화송림타워",OK,
12551,"대림","석동",48129,A41036016,"백석백송마을2단지대림",1992,1993,1,862,"경기도 고양일산동구 백석동 1186 백석백송마을2단지대림",OK,
11832,"신월2차미소지움","신월동",11470,A15809003,"신월2차미소지움",2005,,,99,"서울특별시 양천구 신월동 1040 신월2차미소지움",검토필요,
11851,"임광하이츠1동","가양동",30110,A30009003,"임광하이츠1동",1989,,,64,"대전광역시 동구 가양동 29-3 임광하이츠1동",검토필요,
12200,"로얄팰리스스위트","수송동",11110,A11014001,"로얄팰리스스위트",2005,,,23,"서울특별시 종로구 수송동 85 로얄팰리스스위트",검토필요,